,School_type,Local_Ed_Auth,Estab_group,School_ID,Is_Closed,School_type_2,Rel_Denom,Selective_School,School_gender,School_feeder_sixth_form,School_primary,School_sixth_form,Num_pupils_GCSEs,Pct_Boys,DISAD_pct_GCSEpup,Prog8_overall_measure,Num_GCSEpup_all_Ebacc,Pct_GCSEpup_enter_Ebacc_Maths,Pct_GCSEpup_enter_Ebacc_Science,Pct_GCSEpup_enter_Ebacc_Humanities,Pct_GCSEpup_enter_Ebacc_Lang,Pct_GCSEpup_any_qual,Pct_GCSEpup_more_onelang,Pct_GCSEpup_3_sciences,Avg_num_GCSEs_equiv_pup,Prog8_band,Teachers_FTE,TAs_FTE,Staff_non_classroom,Pupil_Teacher_ratio,Mean_Gross_FTE_Sal
0,0,202.0,4104.0,100049.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,197.0,58.0,61.0,-0.1,12.0,99.0,98.0,64.0,29.0,99.0,5.0,17.0,7.3,3.0,81.1,22.0,23.0,13.0,43950.0
1,0,202.0,4166.0,100050.0,0.0,CY,Does not apply,OTHER NON SEL,GIRLS,1.0,0.0,1.0,168.0,0.0,45.0,0.65,61.0,100.0,98.0,85.0,69.0,100.0,8.0,33.0,8.5,1.0,83.5,7.7,25.0,13.4,44418.0
2,0,202.0,4196.0,100051.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,133.0,50.0,68.0,-0.26,30.0,98.0,97.0,89.0,32.0,99.0,2.0,20.0,7.8,4.0,63.0,12.0,29.3,14.8,43044.0
3,0,202.0,4275.0,100052.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,184.0,56.0,49.0,-0.08,55.0,97.0,97.0,89.0,57.0,98.0,9.0,22.0,9.2,3.0,90.5,16.0,20.9,13.8,45409.0
4,0,202.0,4285.0,100053.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,1.0,0.0,1.0,161.0,70.0,52.0,-0.04,55.0,99.0,99.0,88.0,59.0,99.0,4.0,24.0,7.8,3.0,78.7,25.8,26.2,12.1,45050.0
5,0,202.0,4652.0,100055.0,0.0,VA,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,93.0,31.0,44.0,-0.28,44.0,100.0,100.0,88.0,44.0,100.0,8.0,25.0,7.9,4.0,48.2,13.0,20.3,14.3,47055.0
6,0,202.0,5401.0,100059.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,1.0,0.0,1.0,174.0,0.0,36.0,0.65,50.0,100.0,100.0,52.0,93.0,100.0,8.0,28.0,8.4,1.0,73.9,9.3,20.7,14.7,49002.0
7,0,203.0,4001.0,138245.0,0.0,F,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,88.0,58.0,30.0,0.28,48.0,100.0,100.0,97.0,49.0,100.0,2.0,66.0,8.6,2.0,34.0,6.9,13.9,15.4,39440.0
8,0,203.0,4130.0,100183.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,232.0,0.0,47.0,-0.18,40.0,96.0,95.0,78.0,47.0,96.0,6.0,16.0,8.2,3.0,96.0,25.3,33.4,14.6,43638.0
9,0,203.0,4243.0,137473.0,1.0,ACC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,164.0,59.0,50.0,-1.11,55.0,96.0,88.0,77.0,62.0,97.0,9.0,16.0,7.4,5.0,69.9,29.1,33.1,15.7,44985.0
10,0,203.0,4271.0,141309.0,0.0,ACC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,263.0,63.0,36.0,-0.66,60.0,97.0,93.0,89.0,64.0,97.0,3.0,23.0,8.8,5.0,99.8,30.1,29.1,16.5,44809.0
11,0,203.0,4508.0,100192.0,0.0,VC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,202.0,58.0,49.0,-1.02,48.0,99.0,96.0,80.0,53.0,100.0,4.0,28.0,8.5,5.0,77.6,17.9,20.3,15.8,46714.0
12,0,203.0,4682.0,100193.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,0.0,0.0,0.0,123.0,0.0,26.0,0.91,80.0,100.0,99.0,94.0,85.0,100.0,7.0,49.0,9.9,1.0,37.8,6.3,12.9,16.6,43919.0
13,0,203.0,4716.0,141716.0,0.0,ACC,Catholic,OTHER NON SEL,MIXED,0.0,0.0,0.0,120.0,56.0,12.0,0.74,25.0,100.0,99.0,93.0,27.0,100.0,5.0,23.0,9.5,1.0,39.4,11.5,15.1,15.8,44990.0
14,0,204.0,4283.0,100277.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,138.0,56.0,50.0,0.04,32.0,99.0,87.0,72.0,45.0,99.0,9.0,25.0,7.9,3.0,68.5,11.5,34.7,12.6,44829.0
15,0,204.0,4302.0,137442.0,0.0,ACC,Does not apply,OTHER NON SEL,GIRLS,0.0,0.0,1.0,172.0,0.0,58.0,0.55,38.0,98.0,94.0,76.0,49.0,98.0,3.0,32.0,8.4,1.0,83.2,18.8,26.0,14.1,44612.0
16,0,204.0,4641.0,100282.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,0.0,0.0,1.0,122.0,0.0,48.0,0.14,55.0,100.0,91.0,61.0,89.0,100.0,7.0,13.0,8.0,3.0,53.9,5.0,16.4,13.3,49227.0
17,0,204.0,4697.0,100284.0,0.0,VA,Church of England,OTHER NON SEL,MIXED,0.0,0.0,1.0,126.0,64.0,71.0,-0.39,63.0,100.0,66.0,70.0,64.0,100.0,18.0,0.0,7.0,4.0,57.3,8.6,16.7,14.6,50385.0
18,0,204.0,4714.0,100285.0,0.0,VA,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,155.0,48.0,61.0,0.31,39.0,99.0,99.0,89.0,45.0,100.0,4.0,26.0,8.3,2.0,81.1,9.6,23.8,12.5,44804.0
19,0,204.0,6905.0,134693.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,200.0,48.0,53.0,1.01,95.0,100.0,99.0,97.0,98.0,100.0,18.0,48.0,8.9,1.0,118.0,25.0,34.1,11.2,43436.0
20,0,204.0,6906.0,131062.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,175.0,62.0,65.0,0.04,89.0,99.0,99.0,91.0,90.0,99.0,17.0,31.0,9.5,3.0,96.5,28.5,26.3,10.9,42667.0
21,0,204.0,6907.0,131609.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,167.0,43.0,68.0,0.5,29.0,100.0,95.0,73.0,44.0,100.0,7.0,37.0,7.8,1.0,85.7,25.9,29.6,12.9,52049.0
22,0,204.0,6908.0,135835.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,174.0,56.0,57.0,0.49,92.0,99.0,99.0,99.0,92.0,99.0,17.0,58.0,9.2,2.0,86.9,48.7,5.3,13.1,43124.0
23,0,204.0,6909.0,136137.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,167.0,57.0,60.0,0.21,38.0,99.0,100.0,59.0,61.0,100.0,11.0,25.0,8.2,2.0,69.3,25.3,29.1,14.3,42359.0
24,0,205.0,4002.0,141617.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,0.0,87.0,61.0,51.0,0.85,66.0,97.0,98.0,76.0,77.0,98.0,14.0,33.0,8.9,1.0,31.0,0.6,12.4,13.3,41683.0
25,0,205.0,4004.0,143129.0,0.0,AC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,133.0,53.0,56.0,0.16,23.0,99.0,97.0,57.0,38.0,99.0,5.0,20.0,7.4,3.0,48.6,6.6,18.0,11.7,45241.0
26,0,205.0,6905.0,131752.0,0.0,AC,Church of England,OTHER NON SEL,MIXED,0.0,1.0,1.0,164.0,55.0,55.0,-0.28,71.0,99.0,99.0,83.0,78.0,99.0,12.0,34.0,9.8,4.0,103.0,19.4,27.3,12.4,41080.0
27,0,205.0,6906.0,136172.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,108.0,64.0,62.0,-0.08,74.0,100.0,100.0,100.0,74.0,100.0,6.0,47.0,8.8,3.0,45.0,5.0,18.7,18.4,38005.0
28,0,206.0,4001.0,143659.0,0.0,F,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,50.0,0.0,66.0,0.06,14.0,100.0,98.0,50.0,28.0,100.0,0.0,32.0,8.2,3.0,27.4,4.0,8.8,12.2,52829.0
30,0,206.0,4112.0,100453.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,0.0,155.0,67.0,70.0,-0.72,22.0,97.0,97.0,94.0,22.0,96.0,2.0,17.0,7.8,5.0,63.8,11.5,18.0,11.7,47136.0
31,0,206.0,4307.0,100455.0,0.0,CY,Does not apply,OTHER NON SEL,GIRLS,1.0,0.0,1.0,132.0,0.0,65.0,0.76,40.0,97.0,92.0,58.0,55.0,98.0,7.0,23.0,8.0,1.0,61.6,7.9,10.7,12.5,44766.0
32,0,206.0,4324.0,100457.0,0.0,CY,Does not apply,OTHER NON SEL,GIRLS,0.0,0.0,0.0,176.0,0.0,64.0,0.24,4.0,99.0,98.0,45.0,10.0,99.0,0.0,23.0,7.6,2.0,61.3,4.0,17.8,14.5,49477.0
33,0,206.0,4325.0,131690.0,0.0,FD,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,95.0,59.0,62.0,-0.31,34.0,94.0,88.0,51.0,44.0,95.0,4.0,18.0,6.9,4.0,39.2,14.7,17.2,16.0,45910.0
34,0,206.0,4614.0,100458.0,0.0,VA,None,OTHER NON SEL,BOYS,1.0,0.0,1.0,137.0,100.0,54.0,0.7,36.0,99.0,99.0,92.0,39.0,100.0,4.0,17.0,8.2,1.0,71.5,4.8,10.7,13.2,46633.0
35,0,206.0,4651.0,100459.0,0.0,VA,Roman Catholic,OTHER NON SEL,BOYS,1.0,0.0,1.0,161.0,100.0,52.0,0.06,83.0,98.0,99.0,97.0,84.0,99.0,8.0,19.0,9.4,3.0,69.8,5.8,16.1,15.8,50437.0
36,0,206.0,6905.0,134314.0,0.0,AC,Church of England,OTHER NON SEL,MIXED,0.0,1.0,1.0,160.0,49.0,59.0,0.37,53.0,100.0,99.0,98.0,54.0,100.0,15.0,14.0,8.1,2.0,91.3,24.0,32.0,13.9,41631.0
37,0,206.0,6906.0,135587.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,108.0,61.0,72.0,0.45,64.0,100.0,100.0,98.0,65.0,100.0,14.0,41.0,8.8,2.0,50.6,13.4,18.6,14.8,46642.0
38,0,207.0,4801.0,100503.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,0.0,0.0,0.0,81.0,0.0,48.0,0.14,42.0,98.0,96.0,81.0,54.0,98.0,11.0,21.0,8.2,3.0,32.2,9.6,12.8,12.7,43531.0
39,0,207.0,6905.0,135531.0,0.0,AC,Church of England,OTHER NON SEL,MIXED,0.0,0.0,1.0,167.0,47.0,54.0,0.22,28.0,99.0,99.0,50.0,59.0,99.0,13.0,18.0,7.4,2.0,72.8,11.5,23.6,15.1,42045.0
40,0,208.0,4000.0,139659.0,0.0,F,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,120.0,53.0,69.0,0.93,95.0,100.0,100.0,99.0,95.0,100.0,8.0,46.0,8.4,1.0,48.2,16.0,7.0,12.6,38495.0
41,0,208.0,4321.0,100625.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,111.0,53.0,68.0,0.04,45.0,100.0,99.0,70.0,62.0,100.0,6.0,28.0,8.1,3.0,57.0,21.0,18.0,14.2,45131.0
42,0,208.0,4322.0,136450.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,157.0,54.0,64.0,-0.04,89.0,99.0,99.0,91.0,90.0,99.0,22.0,27.0,8.5,3.0,41.0,9.0,10.1,24.4,40566.0
43,0,208.0,4731.0,144309.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,176.0,55.0,44.0,-0.38,48.0,99.0,98.0,77.0,59.0,99.0,7.0,22.0,8.0,4.0,79.9,23.0,26.4,13.3,42584.0
44,0,208.0,5400.0,100637.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,0.0,0.0,1.0,148.0,0.0,47.0,0.43,69.0,99.0,100.0,80.0,76.0,100.0,9.0,36.0,8.7,2.0,67.3,13.9,26.4,15.1,46338.0
45,0,208.0,5401.0,100638.0,0.0,VA,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,180.0,53.0,24.0,0.69,45.0,99.0,99.0,73.0,61.0,99.0,14.0,27.0,8.8,1.0,91.5,17.3,18.7,13.1,48908.0
46,0,208.0,5404.0,137966.0,0.0,ACC,Church of England,OTHER NON SEL,GIRLS,0.0,0.0,1.0,117.0,0.0,52.0,-0.15,38.0,98.0,98.0,79.0,42.0,98.0,3.0,17.0,8.3,3.0,32.0,7.5,13.0,17.1,47836.0
47,0,208.0,5405.0,100642.0,0.0,FD,None,OTHER NON SEL,BOYS,0.0,0.0,1.0,106.0,100.0,44.0,-0.29,18.0,99.0,99.0,72.0,37.0,100.0,4.0,29.0,8.5,4.0,50.6,25.0,14.0,12.0,47933.0
48,0,208.0,6906.0,135389.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,162.0,49.0,68.0,-0.53,54.0,99.0,98.0,73.0,62.0,99.0,15.0,17.0,9.2,5.0,56.2,15.6,19.4,14.0,43757.0
49,0,208.0,6907.0,137954.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,0.0,108.0,53.0,68.0,-0.41,61.0,95.0,74.0,80.0,83.0,96.0,23.0,25.0,8.1,4.0,58.7,27.0,15.8,12.7,40679.0
50,0,209.0,4204.0,100741.0,0.0,CY,Does not apply,OTHER NON SEL,GIRLS,1.0,0.0,1.0,186.0,1.0,35.0,0.22,64.0,99.0,99.0,87.0,67.0,99.0,4.0,20.0,8.0,2.0,89.5,9.5,24.9,15.6,45266.0
51,0,209.0,4249.0,100742.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,0.0,164.0,49.0,48.0,-0.73,27.0,95.0,95.0,62.0,53.0,96.0,4.0,23.0,8.3,5.0,58.6,21.6,25.2,15.0,43247.0
52,0,209.0,4267.0,100743.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,150.0,42.0,56.0,-0.86,32.0,100.0,94.0,80.0,39.0,99.0,1.0,21.0,8.3,5.0,59.9,15.3,25.1,15.5,44667.0
53,0,209.0,4600.0,100748.0,0.0,VA,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,104.0,52.0,47.0,-0.15,18.0,99.0,96.0,62.0,33.0,99.0,3.0,24.0,7.7,3.0,44.7,10.9,14.0,12.7,47499.0
54,0,209.0,4636.0,100749.0,0.0,VA,Church of England,OTHER NON SEL,MIXED,0.0,1.0,0.0,108.0,52.0,31.0,-0.09,70.0,100.0,100.0,94.0,74.0,100.0,4.0,20.0,8.3,3.0,51.5,20.6,15.1,16.7,42264.0
55,0,209.0,5201.0,135843.0,0.0,FD,None,OTHER NON SEL,MIXED,0.0,1.0,0.0,109.0,57.0,45.0,-0.06,85.0,99.0,99.0,94.0,85.0,99.0,6.0,26.0,7.9,3.0,50.2,23.3,21.2,16.4,45732.0
56,0,209.0,6906.0,135070.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,1.0,1.0,168.0,52.0,43.0,-0.21,49.0,100.0,100.0,85.0,58.0,100.0,3.0,11.0,7.6,4.0,86.0,14.4,33.9,16.1,42435.0
57,0,210.0,4680.0,100849.0,0.0,VA,Church of England,OTHER NON SEL,GIRLS,0.0,0.0,1.0,123.0,0.0,48.0,0.56,37.0,100.0,100.0,74.0,55.0,100.0,3.0,22.0,8.2,1.0,61.4,6.8,23.6,12.4,44948.0
58,0,210.0,5402.0,100857.0,0.0,VA,Roman Catholic,OTHER NON SEL,BOYS,0.0,0.0,1.0,100.0,100.0,37.0,0.9,73.0,100.0,93.0,73.0,97.0,100.0,26.0,21.0,8.6,1.0,73.0,8.0,10.2,11.4,45085.0
59,0,210.0,5403.0,138961.0,0.0,ACC,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,120.0,59.0,45.0,0.22,83.0,100.0,99.0,98.0,83.0,100.0,23.0,15.0,8.3,3.0,77.8,2.7,16.3,11.0,42604.0
60,0,210.0,5404.0,100859.0,0.0,VA,Roman Catholic,OTHER NON SEL,GIRLS,0.0,0.0,0.0,122.0,0.0,50.0,0.6,74.0,99.0,99.0,74.0,98.0,99.0,21.0,20.0,8.8,1.0,49.6,12.4,14.7,12.3,50597.0
61,0,210.0,5405.0,138960.0,0.0,ACC,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,133.0,50.0,42.0,1.1,70.0,100.0,95.0,72.0,86.0,100.0,11.0,20.0,7.8,1.0,64.3,7.7,14.6,12.7,50336.0
62,0,210.0,6907.0,131747.0,0.0,AC,Does not apply,OTHER NON SEL,GIRLS,0.0,0.0,1.0,101.0,0.0,63.0,0.91,100.0,100.0,100.0,100.0,100.0,100.0,12.0,1.0,8.5,1.0,46.9,3.0,11.6,15.6,40246.0
63,0,210.0,6908.0,132711.0,0.0,AC,Does not apply,OTHER NON SEL,GIRLS,1.0,0.0,0.0,143.0,0.0,47.0,0.79,83.0,99.0,99.0,99.0,83.0,100.0,6.0,17.0,8.2,1.0,61.4,6.0,18.3,13.7,42630.0
64,0,212.0,4008.0,135762.0,0.0,VA,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,62.0,63.0,47.0,0.3,34.0,100.0,100.0,84.0,45.0,100.0,19.0,16.0,8.9,3.0,34.2,13.5,19.2,15.0,46904.0
65,0,212.0,4734.0,141808.0,0.0,ACC,Church of England,OTHER NON SEL,MIXED,0.0,0.0,1.0,137.0,58.0,26.0,0.38,27.0,100.0,99.0,85.0,35.0,100.0,1.0,28.0,8.5,2.0,59.1,9.0,18.8,15.8,45439.0
66,0,212.0,5401.0,139842.0,0.0,ACC,None,OTHER NON SEL,GIRLS,0.0,0.0,1.0,262.0,0.0,39.0,0.19,89.0,99.0,98.0,98.0,89.0,99.0,14.0,21.0,8.3,2.0,102.5,7.7,36.0,16.8,47624.0
67,0,212.0,5402.0,138681.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,51.0,41.0,65.0,0.49,35.0,100.0,100.0,94.0,35.0,100.0,0.0,25.0,7.9,2.0,47.8,21.3,11.8,13.1,42666.0
68,0,212.0,5405.0,138682.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,133.0,59.0,44.0,0.22,20.0,100.0,97.0,72.0,32.0,100.0,2.0,18.0,7.6,3.0,100.4,36.4,50.0,11.7,43218.0
69,0,212.0,6905.0,135316.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,201.0,58.0,34.0,0.99,98.0,100.0,100.0,100.0,98.0,100.0,19.0,26.0,9.7,1.0,87.2,30.5,26.9,14.4,42529.0
70,0,213.0,4004.0,145126.0,0.0,AC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,185.0,61.0,66.0,0.59,24.0,100.0,97.0,79.0,39.0,100.0,2.0,9.0,7.6,1.0,91.3,24.0,21.0,13.6,38283.0
71,0,213.0,4723.0,101154.0,0.0,VA,Church of England,OTHER NON SEL,MIXED,0.0,0.0,1.0,153.0,52.0,67.0,0.19,42.0,99.0,100.0,88.0,49.0,99.0,10.0,20.0,9.1,3.0,77.0,20.9,21.9,12.4,45749.0
72,0,213.0,6905.0,130912.0,0.0,AC,Christian,OTHER NON SEL,MIXED,0.0,0.0,1.0,173.0,59.0,63.0,0.78,60.0,100.0,100.0,86.0,65.0,100.0,5.0,29.0,8.2,1.0,100.8,19.9,31.3,11.9,42852.0
73,0,213.0,6906.0,131262.0,0.0,AC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,159.0,55.0,56.0,0.63,39.0,99.0,94.0,74.0,61.0,99.0,16.0,24.0,7.6,1.0,81.6,1.9,21.6,13.4,42584.0
74,0,213.0,6907.0,135242.0,0.0,AC,None,OTHER NON SEL,MIXED,0.0,1.0,1.0,63.0,62.0,75.0,0.37,68.0,97.0,97.0,71.0,86.0,97.0,21.0,29.0,8.2,2.0,71.1,25.9,9.9,12.8,40921.0
75,0,213.0,6908.0,135676.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,199.0,53.0,56.0,0.52,87.0,100.0,100.0,98.0,87.0,100.0,12.0,42.0,8.6,1.0,82.3,12.6,22.8,14.2,41888.0
76,0,301.0,4001.0,139791.0,0.0,F,None,OTHER NON SEL,MIXED,0.0,0.0,0.0,102.0,48.0,51.0,0.91,81.0,100.0,100.0,88.0,91.0,100.0,6.0,31.0,8.6,1.0,53.0,17.0,13.0,14.1,36760.0
77,0,301.0,4004.0,141178.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,177.0,49.0,45.0,0.06,20.0,99.0,93.0,54.0,53.0,99.0,8.0,27.0,9.2,3.0,86.8,11.8,25.9,13.8,44057.0
78,0,301.0,4021.0,101241.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,278.0,52.0,32.0,0.34,31.0,100.0,100.0,93.0,32.0,100.0,1.0,14.0,10.0,2.0,117.2,12.1,39.0,18.1,46761.0
79,0,301.0,4024.0,101244.0,0.0,CY,Does not apply,OTHER NON SEL,MIXED,0.0,1.0,1.0,277.0,51.0,50.0,0.4,15.0,99.0,99.0,82.0,23.0,99.0,0.0,30.0,8.1,2.0,123.4,27.4,33.2,14.8,47021.0
80,0,302.0,6905.0,134798.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,1.0,1.0,205.0,64.0,56.0,0.65,27.0,100.0,100.0,63.0,39.0,100.0,6.0,24.0,8.7,1.0,102.0,20.6,31.0,14.2,39332.0
81,0,302.0,6906.0,135507.0,0.0,AC,Church of England,OTHER NON SEL,MIXED,0.0,1.0,1.0,181.0,51.0,17.0,0.96,87.0,100.0,100.0,97.0,90.0,100.0,24.0,29.0,8.5,1.0,76.0,20.8,32.0,17.9,38129.0
82,0,303.0,4003.0,145140.0,0.0,AC,None,NON SEL IN HIGHLY SEL AREA,MIXED,0.0,1.0,1.0,130.0,43.0,52.0,0.37,17.0,100.0,100.0,70.0,36.0,100.0,4.0,16.0,9.0,2.0,51.9,49.8,20.2,20.9,39130.0
83,0,303.0,4008.0,137965.0,0.0,ACC,Does not apply,NON SEL IN HIGHLY SEL AREA,GIRLS,0.0,0.0,1.0,202.0,0.0,15.0,0.02,35.0,99.0,98.0,77.0,50.0,100.0,1.0,15.0,8.8,3.0,82.6,11.6,29.4,16.5,42496.0
84,0,303.0,4021.0,136720.0,0.0,ACC,None,NON SEL IN HIGHLY SEL AREA,MIXED,0.0,0.0,1.0,209.0,45.0,22.0,-0.51,30.0,98.0,96.0,85.0,34.0,100.0,4.0,25.0,8.1,5.0,79.3,19.8,28.8,18.0,39767.0
85,0,303.0,4022.0,136330.0,1.0,ACC,None,NON SEL IN HIGHLY SEL AREA,MIXED,0.0,0.0,1.0,302.0,55.0,30.0,-0.69,5.0,95.0,96.0,60.0,17.0,99.0,0.0,15.0,7.6,5.0,96.0,33.6,35.2,17.6,43625.0
86,0,303.0,4030.0,138686.0,0.0,ACC,Does not apply,NON SEL IN HIGHLY SEL AREA,MIXED,0.0,0.0,1.0,135.0,59.0,27.0,-0.66,4.0,100.0,99.0,81.0,7.0,100.0,0.0,38.0,8.1,5.0,55.1,12.8,17.8,16.2,43013.0
87,0,303.0,4603.0,136538.0,0.0,ACC,Church of England,NON SEL IN HIGHLY SEL AREA,MIXED,0.0,0.0,1.0,167.0,56.0,27.0,-0.32,57.0,99.0,99.0,86.0,62.0,99.0,1.0,0.0,9.1,4.0,68.2,21.3,30.6,15.2,44994.0
88,0,303.0,5401.0,138650.0,0.0,ACC,Roman Catholic,NON SEL IN HIGHLY SEL AREA,BOYS,0.0,0.0,0.0,100.0,100.0,20.0,0.08,19.0,98.0,96.0,80.0,24.0,100.0,1.0,29.0,8.1,3.0,36.4,13.2,13.8,18.1,48499.0
89,0,303.0,5402.0,137681.0,0.0,ACC,Roman Catholic,NON SEL IN HIGHLY SEL AREA,GIRLS,0.0,0.0,0.0,207.0,0.0,24.0,0.49,66.0,100.0,100.0,86.0,73.0,100.0,3.0,26.0,8.5,2.0,69.4,9.0,17.8,15.0,40542.0
90,0,303.0,5404.0,137368.0,0.0,ACC,None,NON SEL IN HIGHLY SEL AREA,BOYS,0.0,0.0,0.0,195.0,100.0,10.0,-0.38,19.0,100.0,98.0,91.0,21.0,100.0,0.0,33.0,7.9,4.0,60.0,8.4,20.4,17.4,46048.0
91,0,303.0,6906.0,135677.0,0.0,AC,Does not apply,NON SEL IN HIGHLY SEL AREA,MIXED,1.0,0.0,0.0,177.0,46.0,18.0,0.2,36.0,99.0,99.0,99.0,36.0,100.0,1.0,15.0,10.4,2.0,74.8,9.0,20.1,14.9,37659.0
92,0,304.0,4006.0,138457.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,205.0,47.0,27.0,1.9,90.0,100.0,100.0,90.0,90.0,100.0,8.0,31.0,10.6,1.0,96.8,10.0,19.6,13.9,40300.0
93,0,304.0,5400.0,136656.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,246.0,49.0,22.0,0.72,71.0,99.0,99.0,98.0,71.0,100.0,7.0,38.0,9.0,1.0,103.3,9.3,26.1,15.2,45436.0
94,0,304.0,5402.0,137685.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,307.0,57.0,31.0,0.23,70.0,99.0,99.0,81.0,79.0,99.0,7.0,18.0,7.3,2.0,125.5,29.0,48.9,16.3,45310.0
95,0,304.0,5403.0,138609.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,200.0,56.0,35.0,0.16,28.0,99.0,96.0,94.0,28.0,99.0,3.0,26.0,8.1,3.0,77.0,14.5,30.7,16.7,47703.0
96,0,304.0,5405.0,138610.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,0.0,1.0,221.0,52.0,37.0,0.47,40.0,97.0,96.0,71.0,54.0,97.0,2.0,35.0,8.0,2.0,97.6,26.6,29.5,14.5,41760.0
97,0,304.0,5406.0,142560.0,0.0,ACC,Roman Catholic,OTHER NON SEL,MIXED,0.0,0.0,1.0,185.0,62.0,21.0,0.46,94.0,100.0,99.0,99.0,94.0,100.0,23.0,17.0,8.5,2.0,74.7,8.4,21.1,14.6,47740.0
98,0,304.0,5407.0,101564.0,0.0,VA,Roman Catholic,OTHER NON SEL,BOYS,0.0,0.0,1.0,81.0,100.0,32.0,0.17,62.0,99.0,96.0,70.0,84.0,99.0,23.0,0.0,8.0,3.0,51.6,17.0,13.8,14.7,38962.0
99,0,304.0,5410.0,139319.0,0.0,ACC,None,OTHER NON SEL,MIXED,0.0,1.0,1.0,240.0,60.0,38.0,0.74,83.0,100.0,99.0,89.0,85.0,99.0,11.0,45.0,8.8,1.0,125.0,32.2,33.1,15.4,45564.0
100,0,304.0,6905.0,134226.0,0.0,AC,Does not apply,OTHER NON SEL,MIXED,0.0,0.0,1.0,188.0,55.0,50.0,-0.07,32.0,99.0,99.0,69.0,57.0,99.0,11.0,29.0,8.6,3.0,84.0,15.5,35.3,13.7,40267.0
