LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
354,2047,105791,19,31,5,19.0,24.1,4.0,22.7,"£35,433"
354,2048,105792,15,24,4,14.0,19.6,3.4,22.8,"£37,082"
354,2061,105796,20,16,7,18.8,12.0,3.8,17.6,"£35,275"
354,2062,105797,10,11,8,10.0,7.5,3.8,17.6,"£39,085"
354,2063,105798,21,15,3,20.4,14.0,2.4,19.1,"£34,538"
354,2064,105799,9,16,1,9.0,12.0,1.0,23.3,"£41,130"
354,2065,105800,17,17,4,16.4,14.5,3.2,19.9,"£38,469"
354,3002,105802,18,20,12,17.6,14.1,3.9,20.4,"£38,142"
354,3003,105803,18,22,2,17.5,21.0,2.0,24.9,"£36,435"
354,3004,105804,9,15,6,9.0,13.2,3.3,22.4,"£38,787"
354,3006,105805,15,23,3,12.7,18.2,2.8,23.6,"£37,202"
354,3007,105806,5,8,1,5.0,4.6,0.9,17.8,"£36,331"
354,3009,144690,17,13,4,16.8,10.8,3.6,21.7,"£34,965"
354,3011,105808,10,16,10,10.0,11.7,4.7,22.7,"£39,951"
354,3013,105810,8,13,3,7.2,8.5,1.7,19.7,"£41,746"
354,3014,105811,14,13,9,13.6,8.7,4.8,17.3,"£37,090"
354,3016,105812,11,13,8,9.9,10.7,3.2,19.4,"£38,550"
354,3305,105813,12,13,6,10.6,8.5,3.6,21.6,"£41,413"
354,3306,105814,11,13,4,9.5,10.1,2.6,23.7,"£38,476"
354,3307,105815,9,22,4,9.0,15.4,2.5,23.2,"£44,435"
354,3310,105816,11,17,5,10.5,11.6,3.5,22.5,"£39,219"
354,3311,105817,11,11,4,10.4,8.1,2.2,24.3,"£39,491"
354,3312,105818,19,27,8,18.3,26.0,5.3,24.6,"£35,718"
354,3314,105819,10,13,4,10.0,8.3,3.2,22.1,"£36,096"
354,3319,105820,15,17,4,14.8,9.9,2.5,22.7,"£37,037"
354,3321,105821,21,29,10,17.4,22.1,5.1,23.0,"£37,346"
354,3322,105822,9,15,3,8.5,9.6,2.0,24.8,"£43,252"
354,3323,105823,11,15,3,11.0,8.5,2.5,18.8,"£36,676"
354,3325,105824,6,10,4,6.0,6.2,2.7,25.2,"£41,006"
354,3500,105825,8,9,5,8.0,7.6,3.7,26.1,"£39,041"
354,3501,105826,13,17,3,12.5,12.6,1.8,19.7,"£38,561"
354,3503,144934,17,30,6,16.0,15.8,5.0,19.8,"£36,667"
354,3505,105828,9,16,3,9.0,11.9,2.4,25.4,"£39,974"
354,3506,105829,11,16,3,11.0,12.6,2.4,21.3,"£38,704"
354,3507,105830,11,15,2,10.5,13.4,1.8,21.7,"£39,793"
354,3508,105831,20,36,3,17.4,16.1,2.8,23.9,"£37,984"
354,3510,105833,16,21,5,15.6,15.9,3.7,22.9,"£36,131"
354,3511,134966,29,47,7,28.4,39.1,6.5,21.1,"£38,736"
354,3512,135017,23,25,4,21.7,20.4,4.0,22.2,"£35,869"
354,3513,133446,35,44,11,34.6,38.4,7.3,21.3,"£38,131"
354,4083,105834,60,18,22,57.5,16.3,21.4,15.0,"£43,377"
354,4086,105837,78,33,32,75.4,27.4,28.7,16.2,"£39,822"
354,4088,105839,59,20,33,53.8,17.9,27.5,13.6,"£39,584"
354,4089,105840,89,31,35,85.1,25.3,33.4,15.5,"£39,236"
354,4091,143319,80,16,19,78.4,13.8,18.9,15.7,"£37,001"
354,4611,105844,81,29,25,78.9,21.3,21.7,13.7,"£39,586"
354,4612,105845,73,12,25,70.6,10.3,23.9,14.2,"£38,206"
354,4801,131726,46,28,18,43.7,14.7,13.4,14.9,"£37,894"
354,5200,105846,13,13,3,11.6,10.3,2.0,26.5,"£39,102"
354,5201,105847,21,29,14,18.8,16.4,7.2,23.5,"£40,669"
354,5202,144689,8,12,2,8.0,11.0,1.9,26.3,"£37,854"
354,5203,105849,8,12,5,8.0,9.0,3.3,26.0,"£34,612"
354,5204,105850,10,14,9,9.0,8.8,3.5,22.9,"£39,723"
354,5205,137471,15,19,9,10.6,13.1,6.2,29.2,"£48,642"
354,5400,140055,73,26,43,71.5,22.8,40.1,16.7,"£38,990"
354,5401,140091,85,35,36,82.3,22.1,33.9,15.3,"£40,531"
354,5402,135795,77,36,19,76.0,33.0,18.5,14.9,"£40,867"
354,6905,135313,51,14,20,50.0,12.3,19.2,14.2,"£43,402"
355,2000,138416,11,15,8,10.6,12.6,3.0,21.0,"£40,286"
355,2001,138417,26,29,11,25.4,20.5,6.8,17.5,"£33,444"
355,2004,144372,12,13,8,12.0,9.1,2.8,17.8,"£39,362"
355,2007,105884,18,11,8,17.8,10.2,3.9,19.8,"£34,977"
355,2011,105886,11,9,8,11.0,7.8,4.7,22.9,"£36,904"
355,2026,105889,17,15,17,16.2,12.5,5.0,15.7,"£37,069"
355,2036,105893,18,15,18,18.0,10.5,5.6,13.6,"£33,398"
355,2037,105894,13,13,9,13.0,10.9,4.5,21.9,"£39,889"
355,2040,105896,17,17,12,17.0,15.7,3.4,17.6,"£37,900"
355,2041,136076,35,32,12,34.2,26.2,7.8,15.0,"£35,522"
355,2042,136079,26,29,16,23.6,22.5,6.7,21.1,"£37,151"
355,2043,136080,12,11,9,11.2,9.4,3.1,21.0,"£37,131"
355,2051,105897,17,15,18,15.8,13.8,6.5,21.5,"£39,254"
355,2052,105898,18,20,10,17.8,14.1,2.7,23.5,"£37,831"
355,2057,105902,18,20,10,17.0,13.5,3.1,19.4,"£39,176"
355,2059,105903,22,20,11,19.9,16.6,4.6,18.6,"£39,163"
355,2061,105904,20,28,8,18.4,15.9,4.8,22.8,"£38,004"
355,2062,105905,15,17,18,13.4,12.0,6.2,25.7,"£37,905"
355,2063,105906,13,14,6,12.1,12.0,2.7,21.5,"£36,794"
355,2065,105907,19,17,10,17.5,13.8,3.5,17.8,"£37,266"
355,2070,105910,30,50,37,28.8,35.9,9.7,22.6,"£36,969"
355,2072,105911,20,30,4,19.6,22.0,2.4,20.1,"£34,056"
355,2073,105912,18,16,19,17.8,14.0,4.9,22.6,"£36,188"
355,2074,105913,24,29,12,23.4,23.7,6.1,19.1,"£36,586"
355,2075,105914,11,16,10,11.0,13.4,3.4,20.8,"£35,365"
355,2076,105915,13,11,10,12.0,9.1,2.6,11.8,"£40,015"
355,2081,105917,13,22,16,11.6,15.3,5.8,19.5,"£35,566"
355,2082,105918,13,18,15,11.9,12.1,6.1,23.4,"£35,565"
355,2085,144459,12,10,10,10.6,8.6,3.6,19.1,"£35,584"
355,2088,105922,10,13,10,9.4,10.1,3.1,22.6,"£36,068"
355,2090,137556,19,15,17,17.8,12.6,7.3,24.8,"£33,776"
355,2091,105924,12,12,14,11.2,9.0,3.8,23.2,"£37,499"
355,2092,105925,19,19,18,18.5,15.4,6.2,22.5,"£38,473"
355,2095,131037,23,22,26,23.0,18.7,6.7,22.0,"£36,117"
355,2096,131008,21,22,22,19.1,17.0,9.0,21.5,"£38,404"
355,2097,130396,14,16,15,13.6,11.8,5.1,25.0,"£36,670"
355,2098,132147,36,37,22,33.8,35.1,10.2,15.9,"£34,018"
355,3006,105928,12,10,8,12.0,9.6,3.2,16.5,"£40,153"
355,3008,105929,16,12,11,15.6,9.4,5.2,24.1,"£36,149"
355,3017,105930,20,17,21,18.1,13.6,7.7,21.0,"£35,726"
355,3025,105932,12,13,12,11.6,11.7,3.3,17.7,"£39,255"
355,3030,105933,19,23,26,18.0,12.3,9.0,26.2,"£38,442"
355,3031,105934,11,13,14,10.2,11.1,5.1,21.6,"£35,004"
355,3033,105935,11,15,6,7.9,11.9,3.1,27.7,"£33,865"
355,3034,105936,9,16,12,9.0,10.3,3.8,24.6,"£38,476"
355,3037,105937,13,13,13,12.7,11.1,8.3,19.2,"£35,148"
355,3039,105938,14,14,15,12.8,11.0,4.6,19.5,"£39,285"
355,3040,105939,14,18,13,12.4,11.7,6.7,19.7,"£40,025"
355,3041,105940,11,12,9,10.6,6.5,3.4,20.8,"£41,805"
355,3042,105941,14,21,16,13.9,17.0,4.7,24.2,"£37,299"
355,3043,105942,11,10,10,10.4,6.8,3.3,21.8,"£38,765"
355,3302,105943,11,15,5,10.2,12.7,3.0,22.8,"£37,635"
355,3317,105944,12,17,11,11.3,14.3,5.2,16.2,"£37,593"
355,3504,105945,12,11,7,11.0,7.7,2.2,20.9,"£38,853"
355,3506,105946,19,22,12,16.9,20.7,5.0,23.3,"£37,016"
355,3511,105948,12,10,5,10.8,9.0,2.1,21.0,"£38,795"
355,3512,105949,19,12,8,17.5,9.9,3.0,23.3,"£37,695"
355,3513,105950,11,11,14,10.0,6.9,5.8,24.2,"£38,132"
355,3514,105951,11,8,9,10.8,6.2,2.8,23.8,"£37,275"
355,3515,105952,13,10,11,13.0,8.7,6.0,20.2,"£35,752"
355,3516,105953,11,11,8,9.2,9.1,2.7,26.2,"£38,661"
355,3518,105954,13,10,11,12.2,8.4,4.3,21.8,"£37,272"
355,3519,105955,11,15,9,10.6,10.3,3.5,23.5,"£37,900"
355,3520,105956,10,16,13,10.0,11.3,4.7,23.9,"£37,688"
355,3521,105957,13,14,9,12.6,10.0,3.5,21.0,"£40,375"
355,3525,105961,11,14,11,9.8,10.2,4.0,23.7,"£38,883"
355,3602,105962,14,15,12,12.0,10.7,3.8,19.0,"£39,755"
355,3609,105963,14,13,6,12.5,11.9,3.0,18.2,"£35,477"
355,3612,105964,10,20,18,9.2,14.9,4.7,24.7,"£38,487"
355,3615,105965,12,13,7,11.5,8.4,3.3,16.1,"£36,120"
355,3618,105966,20,15,10,19.0,12.0,2.8,22.7,"£37,550"
355,3622,105968,19,11,6,16.6,9.5,2.7,22.3,"£40,076"
355,3625,105970,19,39,15,18.4,35.0,7.7,26.6,"£35,407"
355,3802,138543,33,17,18,31.5,13.2,7.5,15.3,"£29,836"
355,3803,129466,25,16,15,24.6,14.3,4.7,16.5,"£35,017"
355,3806,135307,17,17,14,15.4,15.4,4.3,24.2,"£39,548"
355,4000,138418,49,13,26,47.6,11.7,24.4,14.8,"£39,173"
355,4001,142010,30,3,14,29.5,2.6,12.7,12.6,"£35,583"
355,4002,142073,43,12,14,43.0,10.6,13.5,14.0,"£35,692"
355,4018,138698,53,21,13,28.0,10.9,7.7,11.8,"£31,923"
355,4026,143059,62,26,24,60.0,24.2,23.0,12.1,"£33,909"
355,4035,105975,97,51,32,93.7,45.9,31.1,14.1,"£32,780"
355,4039,105977,66,30,16,64.3,30.0,15.7,16.2,"£40,411"
355,4049,144200,44,24,11,42.9,21.1,8.7,15.2,"£38,863"
355,4050,136987,42,10,16,41.4,8.4,14.2,17.5,"£44,214"
355,4052,133351,61,26,21,60.3,23.1,20.7,14.3,"£40,233"
355,4616,105986,74,18,34,70.6,15.1,33.0,12.9,"£39,100"
355,4620,131512,52,18,16,50.7,18.0,15.0,12.3,"£39,999"
355,5400,105989,79,17,21,76.9,15.5,17.6,14.8,"£39,416"
355,6905,135071,38,15,20,35.4,13.7,18.1,17.0,"£38,779"
355,6906,135661,18,6,7,18.0,5.0,6.8,28.8,"£46,559"
356,2000,106024,17,15,7,15.6,13.9,5.9,20.1,"£33,272"
356,2005,106027,14,14,3,12.0,8.0,2.8,24.3,"£36,027"
356,2006,106028,21,13,3,16.0,9.6,2.8,22.0,"£34,303"
356,2007,106029,11,9,2,8.2,6.4,2.0,25.6,"£38,189"
356,2010,140417,11,13,3,9.3,9.2,1.8,21.0,"£36,997"
356,2011,145054,19,16,9,18.2,12.5,7.5,19.0,"£37,694"
356,2012,106032,11,9,3,10.2,7.2,3.0,17.7,"£38,099"
356,2015,106034,27,26,14,23.0,13.8,7.3,23.0,"£36,397"
356,2017,106036,10,16,2,8.8,8.6,1.8,20.0,"£39,844"
356,2021,106038,16,16,4,14.0,8.0,2.4,20.0,"£37,979"
356,2027,106043,18,21,3,16.4,13.2,2.7,17.6,"£35,965"
356,2030,106045,22,25,3,18.3,14.6,2.7,23.7,"£36,620"
356,2032,106046,13,9,2,11.8,6.1,1.5,19.3,"£38,181"
356,2035,141275,19,16,3,18.2,11.0,3.0,24.5,"£39,104"
356,2037,106048,15,13,5,11.8,8.7,2.0,23.1,"£40,231"
356,2038,106049,17,19,0,13.8,8.9,0.0,23.5,"£40,055"
356,2039,106050,13,8,4,12.0,5.5,2.8,24.5,"£32,915"
356,2044,106051,10,8,4,8.5,4.5,2.2,22.6,"£35,052"
356,2046,106052,12,14,2,10.4,9.3,1.4,25.6,"£40,212"
356,2047,140925,18,12,3,17.4,6.5,2.7,20.9,"£37,520"
356,2048,106054,12,21,3,10.3,15.5,2.9,17.8,"£38,291"
356,2049,106055,12,18,2,9.6,6.5,1.6,24.2,"£38,414"
356,2052,106056,10,12,2,8.4,8.8,2.0,18.0,"£42,456"
356,2053,106057,17,19,3,14.8,9.7,2.3,22.6,"£36,661"
356,2057,137542,10,10,4,7.8,5.0,2.7,27.6,"£38,781"
356,2058,106059,11,27,4,9.8,10.2,3.0,22.0,"£39,613"
356,2063,106062,14,12,4,11.9,8.6,2.0,25.1,"£36,709"
356,2064,106063,17,11,3,14.2,8.5,1.6,21.3,"£35,192"
356,2066,106064,20,18,6,18.8,10.4,4.8,23.2,"£36,528"
356,2067,106065,19,21,3,17.2,12.9,2.4,24.2,"£38,629"
356,2079,106071,9,10,4,8.4,6.4,2.6,26.8,"£41,249"
356,2080,106072,15,21,3,10.4,12.0,1.7,22.7,"£42,011"
356,2081,106073,29,31,4,23.9,17.2,3.2,23.5,"£35,077"
356,2082,106074,13,14,3,11.5,9.9,1.6,22.4,"£36,984"
356,2083,106075,22,19,4,19.6,13.7,3.8,23.1,"£38,365"
356,2084,106076,26,29,5,23.5,15.5,3.5,23.0,"£37,363"
356,2087,106079,15,9,4,12.2,4.3,2.9,19.4,"£38,663"
356,2088,106080,9,12,2,9.0,7.7,1.7,23.7,"£40,238"
356,2089,106081,10,19,3,9.2,9.6,1.9,24.8,"£34,855"
356,2090,106082,18,20,6,15.6,14.5,4.3,20.2,"£35,283"
356,2091,106083,15,20,2,13.4,8.2,2.0,24.5,"£40,228"
356,2092,106084,11,9,2,10.5,7.5,1.7,17.3,"£35,688"
356,2103,106089,20,18,6,15.2,8.4,2.5,27.2,"£41,165"
356,2104,106090,11,11,2,8.3,6.7,1.8,25.1,"£36,509"
356,2105,106091,15,15,2,13.5,12.3,1.5,20.0,"£38,119"
356,2107,106093,17,10,6,14.0,6.3,4.3,18.0,"£34,409"
356,2108,106094,13,13,3,10.6,8.6,2.1,20.2,"£35,898"
356,2111,106097,15,10,2,9.5,6.1,1.5,22.1,"£36,743"
356,2112,106098,25,14,4,19.7,9.4,2.1,23.7,"£36,930"
356,2113,106099,23,22,7,20.8,14.3,3.0,18.0,"£39,589"
356,2114,106100,19,25,2,17.3,15.9,1.8,24.2,"£37,853"
356,2116,131554,24,30,4,21.8,16.6,2.5,20.8,"£35,770"
356,2119,132121,33,33,4,28.7,27.5,4.0,16.1,"£39,215"
356,2120,133326,18,13,3,16.0,9.8,2.5,18.5,"£34,444"
356,2284,135746,16,24,7,15.9,13.1,4.2,26.1,"£40,118"
356,3000,106102,12,10,2,8.5,7.1,1.9,25.1,"£41,499"
356,3001,106103,12,24,3,11.0,11.7,2.6,19.9,"£37,566"
356,3002,106104,16,24,9,13.4,12.0,5.1,20.4,"£38,843"
356,3005,106105,10,12,3,9.4,4.8,1.8,22.0,"£38,506"
356,3006,106106,11,9,2,8.9,7.1,1.4,23.2,"£35,327"
356,3008,106108,24,19,2,18.9,15.1,1.5,16.6,"£36,528"
356,3009,106109,10,9,5,9.4,6.7,4.2,18.7,"£39,816"
356,3010,106110,14,11,4,11.7,7.4,2.5,23.5,"£37,800"
356,3500,106111,16,13,2,12.1,7.2,1.9,24.0,"£40,107"
356,3501,106112,19,15,2,17.0,9.5,2.0,21.1,"£34,600"
356,3505,106113,19,9,3,16.6,4.5,2.1,14.2,"£37,404"
356,3506,106114,11,13,2,10.4,6.3,1.3,19.3,"£38,675"
356,3507,106115,12,12,2,11.0,8.5,1.5,19.1,"£35,255"
356,3509,106116,12,14,3,10.7,8.7,2.8,20.6,"£39,797"
356,3510,106117,14,11,6,12.3,7.3,4.2,17.2,"£35,330"
356,3515,106122,11,5,1,10.0,4.0,1.0,16.9,"£37,455"
356,3516,106123,14,15,5,11.4,7.5,3.4,21.2,"£37,080"
356,3517,106124,12,10,4,9.4,5.9,2.6,16.3,"£37,521"
356,3518,106125,10,11,2,8.8,5.4,1.8,23.6,"£34,830"
356,3519,106126,9,10,1,8.2,7.8,0.8,23.0,"£33,407"
356,3520,106127,10,15,2,9.5,7.1,1.9,20.0,"£34,536"
356,3521,106128,26,21,4,23.9,14.4,3.6,20.9,"£35,042"
356,3522,106129,18,15,2,17.2,8.9,2.0,24.1,"£37,480"
356,3524,131306,21,14,4,17.2,10.6,2.9,22.0,"£34,938"
356,3525,134779,22,24,10,19.2,13.4,5.1,23.7,"£34,638"
356,3526,134883,26,35,5,19.4,20.2,3.7,22.6,"£38,651"
356,3528,135008,22,23,5,18.9,16.0,4.2,22.9,"£37,602"
356,3529,131083,29,43,5,24.9,31.7,4.8,20.7,"£37,727"
356,3530,136430,25,18,3,23.3,12.0,2.9,20.9,"£33,683"
356,4001,145133,62,16,26,57.4,12.1,23.1,14.9,"£38,403"
356,4032,106133,74,22,33,68.8,17.9,27.4,18.5,"£42,649"
356,4034,106135,86,27,26,78.6,18.3,23.5,14.8,"£39,998"
356,4035,106136,85,24,21,80.2,19.9,18.8,12.7,"£39,762"
356,4036,137923,81,29,33,76.6,21.7,30.3,17.2,"£34,159"
356,4037,106138,90,20,50,84.0,16.8,33.7,17.6,"£40,046"
356,4038,106139,66,14,32,64.5,10.9,28.3,16.1,"£39,079"
356,4039,137843,100,13,38,98.8,12.0,32.4,16.8,"£38,594"
356,4040,142509,100,32,36,92.0,24.6,32.2,16.4,"£38,989"
356,4600,106142,52,18,18,47.6,13.0,14.0,16.7,"£41,988"
356,4601,106143,55,14,19,51.7,9.6,13.3,14.2,"£40,359"
356,4603,106144,40,9,17,36.6,5.8,14.6,17.1,"£41,401"
356,6905,135262,47,14,19,46.6,13.0,19.0,16.3,"£39,636"
357,2000,137951,23,20,4,16.0,17.0,3.8,25.3,"£35,756"
357,2001,106178,13,15,4,12.4,13.5,3.3,23.9,"£39,788"
357,2004,106179,11,9,3,9.2,6.7,1.9,20.2,"£38,848"
357,2005,142717,11,15,4,10.4,12.6,2.3,21.2,"£37,113"
357,2006,106181,27,22,4,23.7,14.4,3.0,17.0,"£39,780"
357,2008,142701,31,42,6,28.0,30.5,4.9,22.6,"£33,055"
357,2009,140427,9,12,1,9.0,8.7,1.0,18.9,"£37,029"
357,2010,140428,4,6,1,3.8,4.4,1.0,14.5,"£33,223"
357,2011,106184,11,13,5,9.1,9.4,2.8,22.1,"£43,575"
357,2014,141408,12,7,7,11.6,5.8,4.7,21.6,"£37,021"
357,2015,143551,16,13,2,14.7,10.7,2.0,20.2,"£38,408"
357,2018,106188,22,28,3,20.1,17.1,2.4,22.0,"£37,530"
357,2019,106189,13,9,11,10.4,5.2,3.9,22.4,"£39,851"
357,2020,106190,13,12,3,11.4,9.9,2.1,21.4,"£34,590"
357,2021,106191,13,9,3,11.4,6.6,2.8,26.1,"£38,446"
357,2024,106192,10,15,4,9.8,12.4,3.0,25.4,"£38,165"
357,2025,106193,9,10,2,8.6,7.7,1.8,27.0,"£38,782"
357,2026,106194,11,11,7,10.6,9.9,3.7,16.8,"£34,171"
357,2027,106195,13,20,8,12.6,11.9,4.3,17.8,"£35,792"
357,2032,143376,10,11,4,9.4,9.2,2.7,21.8,"£33,671"
357,2033,143377,20,20,11,19.6,15.7,6.7,24.8,"£33,790"
357,2034,142704,10,11,1,9.5,8.9,1.0,27.0,"£38,915"
357,2037,106201,11,12,8,10.8,9.6,2.7,23.1,"£38,018"
357,2038,141759,20,11,4,20.0,8.7,2.9,20.6,"£34,324"
357,2039,106203,10,9,6,9.2,7.2,2.3,23.2,"£39,514"
357,2040,106204,20,22,11,20.0,17.5,5.3,21.9,"£36,327"
357,2042,106206,21,17,5,19.9,13.0,4.5,21.7,"£37,750"
357,2045,106207,19,24,11,18.6,22.4,3.1,23.8,"£38,470"
357,2046,141445,21,14,1,20.4,11.3,1.0,20.8,"£33,850"
357,2049,142499,18,14,12,18.0,12.1,7.7,24.6,"£35,703"
357,2051,106210,11,12,3,9.8,9.0,1.9,16.4,"£35,163"
357,2053,144698,20,26,5,18.6,22.4,4.3,22.0,"£35,500"
357,2055,106212,18,21,5,16.2,12.3,2.7,23.1,"£42,247"
357,2056,106213,12,8,3,11.2,5.9,2.0,18.4,"£37,800"
357,2058,106214,20,16,3,16.9,13.6,2.9,22.4,"£34,883"
357,2061,138207,22,15,4,21.0,13.6,3.9,21.5,"£37,691"
357,2063,106216,18,9,4,16.0,8.1,4.0,21.0,"£32,417"
357,2064,106217,12,11,2,9.8,7.0,2.0,23.5,"£39,369"
357,2066,106218,21,27,3,21.0,19.6,2.4,21.4,"£38,328"
357,2068,106219,19,31,10,17.1,19.6,5.1,25.8,"£38,211"
357,2069,142286,22,16,11,19.2,12.8,7.7,22.0,"£33,904"
357,2073,106222,7,9,2,7.0,7.0,1.9,25.7,"£41,080"
357,2077,106223,23,28,6,22.2,23.1,5.2,23.1,"£36,693"
357,2078,144569,18,22,5,17.1,18.7,4.2,22.7,"£34,978"
357,2079,143495,15,18,3,15.0,13.8,3.0,19.3,"£34,434"
357,2080,133576,24,23,10,19.5,20.3,5.9,22.8,"£40,132"
357,2081,134845,20,19,7,18.8,17.4,5.1,23.8,"£35,422"
357,3000,106226,10,13,4,9.4,8.8,2.5,22.7,"£38,547"
357,3001,106227,7,3,2,6.4,3.0,1.7,17.2,"£40,371"
357,3003,106228,13,17,2,11.8,13.7,1.8,24.5,"£36,189"
357,3019,106229,10,9,2,10.0,8.5,1.9,21.4,"£36,841"
357,3020,106230,11,11,2,9.9,9.6,1.5,21.8,"£36,102"
357,3022,106231,14,16,2,11.4,11.2,2.0,19.4,"£38,532"
357,3026,106234,13,15,9,11.7,11.7,3.6,20.7,"£37,312"
357,3027,106235,11,11,4,9.7,7.8,2.8,22.0,"£35,822"
357,3301,106236,11,16,2,10.5,11.3,1.6,20.7,"£38,731"
357,3303,106237,8,5,2,6.1,5.0,1.6,21.8,"£39,566"
357,3304,106238,12,9,4,11.9,6.6,2.9,19.9,"£35,426"
357,3305,106239,12,10,2,11.6,8.4,1.9,14.6,"£37,085"
357,3308,106240,8,16,2,8.0,9.6,2.0,27.0,"£39,112"
357,3309,106241,12,11,9,10.7,6.9,2.9,21.0,"£37,336"
357,3310,106242,10,9,2,9.0,7.0,1.7,24.2,"£40,591"
357,3311,106243,10,15,3,9.4,11.7,2.4,23.4,"£41,005"
357,3312,106244,12,16,3,10.5,14.8,2.2,22.0,"£40,609"
357,3313,106245,13,11,7,11.3,8.8,3.9,19.5,"£36,062"
357,3314,106246,12,13,5,10.2,10.8,1.6,20.2,"£35,821"
357,3316,106247,10,10,15,10.0,8.3,4.8,23.4,"£36,747"
357,3317,106248,10,7,2,8.3,5.9,1.3,20.4,"£36,604"
357,3319,106249,23,16,3,21.1,11.0,2.6,20.8,"£34,985"
357,3322,106252,10,11,3,9.5,8.4,1.7,23.9,"£40,046"
357,3323,106253,19,26,4,18.2,16.8,3.9,23.5,"£35,926"
357,3324,106254,9,9,3,8.3,6.5,1.3,22.2,"£32,004"
357,3325,106255,9,11,3,7.5,8.6,3.0,30.3,"£42,131"
357,3326,106256,10,9,2,10.0,9.0,1.7,24.9,"£36,633"
357,3327,106257,14,15,12,13.5,9.8,3.5,17.5,"£33,336"
357,3331,131285,9,10,0,6.6,8.6,0.0,32.8,"£38,974"
357,4001,144622,43,13,19,41.9,10.2,16.4,15.2,"£38,731"
357,4006,134283,54,11,22,49.3,10.2,21.1,15.6,"£40,607"
357,4011,139294,43,13,13,41.0,12.1,12.2,17.3,"£41,674"
357,4018,106266,50,6,22,48.5,5.1,17.9,16.4,"£40,168"
357,4023,144579,45,14,17,43.1,13.3,13.7,18.8,"£40,446"
357,4025,106268,64,15,26,60.1,13.5,22.8,16.7,"£40,427"
357,4028,135122,80,15,32,78.6,13.6,28.8,16.3,"£39,396"
357,4602,106270,47,6,16,46.3,5.3,14.2,17.4,"£40,714"
357,4603,106271,55,9,11,53.8,8.6,10.2,14.1,"£40,706"
357,4604,139735,41,4,18,39.0,3.5,17.6,15.4,"£37,819"
357,5400,136273,77,10,19,75.2,9.0,18.2,14.7,"£42,438"
357,5401,137020,51,13,16,50.2,11.3,14.9,16.6,"£40,734"
357,5402,136593,64,10,19,63.6,9.9,19.0,15.3,"£41,388"
357,6905,135508,81,15,28,79.5,14.8,24.5,15.9,"£41,582"
357,6906,135864,53,13,27,51.2,11.5,24.7,17.0,"£41,542"
358,2000,106283,24,16,4,19.0,12.4,3.2,23.1,"£35,850"
358,2001,138788,15,13,1,14.0,10.9,0.6,18.0,"£29,836"
358,2002,106284,17,15,2,16.5,14.6,2.0,21.5,"£35,675"
358,2003,106285,13,7,3,11.2,6.2,2.2,24.7,"£37,806"
358,2004,106286,11,11,4,10.5,7.7,1.8,21.6,"£37,929"
358,2005,136376,12,17,3,11.5,10.5,2.9,21.0,"£35,640"
358,2006,106288,30,26,3,27.8,20.5,2.1,23.8,"£37,101"
358,2007,106289,24,19,4,19.7,13.7,4.0,20.3,"£36,626"
358,2008,106290,23,22,6,20.1,19.7,4.0,20.3,"£35,624"
358,2009,138654,14,12,2,12.1,6.5,1.4,19.8,"£41,354"
358,2011,106293,12,10,3,9.8,6.1,2.3,24.4,"£40,868"
358,2012,106294,15,10,1,12.5,8.2,1.0,23.8,"£37,411"
358,2013,106295,9,9,4,9.0,6.0,3.1,25.6,"£42,682"
358,2014,106296,22,13,2,17.8,11.5,1.6,22.6,"£35,705"
358,2015,138977,18,10,2,17.2,8.4,2.0,17.7,"£35,145"
358,2018,140142,19,12,6,16.5,10.5,3.9,22.9,"£32,562"
358,2019,106298,27,25,5,25.3,16.7,4.3,23.6,"£35,659"
358,2021,106299,23,16,3,21.9,11.2,2.6,21.8,"£35,843"
358,2022,106300,17,17,2,15.0,11.6,1.6,22.2,"£38,929"
358,2023,106301,25,18,4,21.0,10.6,4.0,25.3,"£37,823"
358,2024,140877,25,28,8,23.5,22.7,7.8,19.3,"£34,473"
358,2025,106303,22,18,5,20.9,13.5,3.2,18.9,"£36,080"
358,2026,106304,16,10,2,12.8,7.4,1.5,19.1,"£37,100"
358,2028,143380,14,21,2,11.8,20.1,2.0,34.1,"£35,786"
358,2033,106308,15,11,3,12.1,6.9,2.1,19.8,"£37,247"
358,2037,106312,12,30,2,9.8,14.0,1.9,22.3,"£37,920"
358,2039,106313,13,19,5,11.1,12.9,3.3,21.4,"£40,411"
358,2041,106315,23,18,3,21.2,13.3,3.0,24.2,"£38,774"
358,2042,106316,21,22,8,18.5,15.6,5.6,27.7,"£38,426"
358,2044,106318,23,16,6,19.4,11.0,3.8,23.2,"£38,986"
358,2046,106320,8,11,4,7.4,10.8,3.1,28.9,"£36,100"
358,2047,106321,22,25,5,19.5,18.8,3.9,19.2,"£36,114"
358,2049,106322,32,29,7,26.8,24.4,6.6,23.5,"£36,012"
358,2050,106323,11,10,4,9.9,6.0,3.1,25.6,"£37,283"
358,2051,106324,9,12,2,9.0,8.9,1.6,25.6,"£37,164"
