LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
201,3614,100000,24,16,19,18.8,12.0,10.3,15.1,"£45,884"
202,2000,136807,8,6,3,6.8,3.8,2.6,15.4,"£46,368"
202,2001,139837,9,9,2,8.7,8.2,1.7,14.0,"£42,130"
202,2002,140686,10,17,3,10.0,14.2,2.6,20.1,"£42,484"
202,2019,100008,21,14,7,20.1,12.4,6.1,18.2,"£44,201"
202,2036,100009,26,19,3,25.4,16.3,3.0,17.3,"£46,111"
202,2065,100010,23,18,9,21.2,15.0,8.0,18.2,"£42,914"
202,2078,100011,22,16,11,19.4,14.0,6.5,21.7,"£41,728"
202,2095,100012,19,29,6,18.3,20.1,5.4,18.1,"£46,246"
202,2184,100013,14,13,4,13.7,11.2,4.0,14.6,"£44,582"
202,2219,100014,13,14,3,11.2,11.4,3.0,20.3,"£45,783"
202,2290,100015,10,10,7,9.5,5.7,5.2,17.9,"£45,133"
202,2436,100018,29,22,15,27.9,18.4,12.9,15.3,"£43,167"
202,2438,100019,23,20,6,20.7,13.5,6.0,19.7,"£46,967"
202,2475,100020,25,29,9,19.7,25.9,7.9,23.3,"£44,279"
202,2502,100021,26,32,12,23.9,24.8,9.5,16.9,"£46,747"
202,2507,100022,29,18,9,27.7,14.7,9.0,15.3,"£49,960"
202,2603,100023,24,27,8,22.7,21.5,7.8,19.5,"£47,104"
202,2775,100025,23,28,14,20.9,20.3,11.2,22.3,"£48,067"
202,2797,100026,11,15,2,10.0,12.8,2.0,22.8,"£47,370"
202,2841,100027,16,16,5,13.3,11.8,3.7,17.7,"£45,854"
202,2842,130342,13,21,5,11.0,14.8,3.3,20.5,"£46,458"
202,2843,132245,36,17,7,34.7,16.0,7.0,18.7,"£42,057"
202,3323,100028,11,7,3,10.3,5.8,2.3,18.6,"£40,371"
202,3327,100029,12,14,4,11.6,11.6,3.3,19.4,"£42,799"
202,3340,100030,16,12,5,14.1,11.8,4.5,18.9,"£40,719"
202,3352,100031,11,10,5,11.0,7.5,4.3,20.8,"£40,128"
202,3359,100032,12,21,3,9.9,11.7,3.0,18.5,"£40,033"
202,3361,100033,13,10,2,12.0,8.0,2.0,17.1,"£40,639"
202,3370,100034,17,32,3,15.1,20.8,2.9,15.6,"£43,518"
202,3391,100035,18,15,5,15.0,9.9,4.0,22.2,"£47,843"
202,3398,100036,11,17,3,10.6,13.3,3.0,19.4,"£45,775"
202,3400,100037,18,6,2,17.4,6.0,2.0,18.6,"£41,940"
202,3429,100039,19,7,7,18.5,5.8,6.8,13.6,"£42,750"
202,3441,100040,12,11,3,11.8,11.0,2.8,18.6,"£46,394"
202,3482,100041,13,9,4,11.9,7.9,4.0,17.7,"£41,046"
202,3517,100042,12,8,4,11.4,7.7,4.0,20.0,"£42,998"
202,3521,100043,15,13,4,13.6,12.8,4.0,16.8,"£43,095"
202,3546,100044,9,9,2,9.0,7.4,2.0,19.2,"£44,220"
202,3560,100045,11,10,5,8.9,9.0,3.8,25.1,"£46,553"
202,3568,100046,14,15,2,10.7,11.1,2.0,19.4,"£47,436"
202,3649,100047,12,9,3,11.6,9.0,3.0,17.4,"£52,977"
202,3655,100048,10,5,6,10.0,4.4,6.0,21.6,"£46,707"
202,4000,137181,93,38,31,89.0,34.8,29.2,12.4,"£43,715"
202,4104,100049,83,24,25,81.1,22.0,23.0,13.0,"£43,950"
202,4166,100050,88,8,25,83.5,7.7,25.0,13.4,"£44,418"
202,4196,100051,63,13,30,63.0,12.0,29.3,14.8,"£43,044"
202,4275,100052,93,19,25,90.5,16.0,20.9,13.8,"£45,409"
202,4285,100053,83,26,28,78.7,25.8,26.2,12.1,"£45,050"
202,4611,100054,84,11,30,69.7,7.9,23.6,14.8,"£47,961"
202,4652,100055,49,13,21,48.2,13.0,20.3,14.3,"£47,055"
202,4688,100056,60,10,21,56.8,6.2,18.4,14.5,"£49,670"
202,5401,100059,82,11,26,73.9,9.3,20.7,14.7,"£49,002"
203,2018,143211,23,23,11,23.0,17.1,8.7,19.3,"£35,888"
203,2024,143601,16,17,12,13.8,13.5,9.1,14.0,"£44,861"
203,2028,100113,47,37,13,41.4,23.6,10.4,20.4,"£42,358"
203,2071,100114,22,23,7,20.2,17.0,5.8,20.2,"£45,695"
203,2106,100115,14,21,5,11.6,15.9,3.1,20.1,"£38,531"
203,2174,100120,25,34,8,23.0,18.6,6.1,19.0,"£39,350"
203,2228,100125,21,17,8,20.2,9.1,7.5,18.6,"£40,551"
203,2242,100126,25,23,3,23.8,16.3,3.0,16.6,"£42,368"
203,2258,100127,19,30,5,17.0,17.1,4.9,25.6,"£41,871"
203,2266,145210,20,27,23,18.4,19.4,20.2,15.5,"£38,132"
203,2271,100129,19,17,6,18.3,15.2,5.0,18.0,"£42,460"
203,2275,143597,20,22,8,17.4,14.3,5.6,23.2,"£34,684"
203,2299,100131,22,21,9,20.7,16.2,6.9,20.2,"£39,688"
203,2313,143598,23,25,8,21.1,18.3,5.8,18.8,"£39,341"
203,2325,100134,37,28,10,35.4,22.6,7.3,17.1,"£35,262"
203,2353,100136,27,17,9,26.0,11.3,7.8,15.5,"£41,995"
203,2410,100137,19,16,13,14.8,11.7,6.6,15.3,"£47,028"
203,2471,100140,37,44,24,34.5,32.9,12.5,20.9,"£46,213"
203,2552,100141,19,21,7,17.8,15.6,5.7,25.8,"£37,596"
203,2598,100142,9,11,4,7.8,6.8,3.0,28.2,"£42,311"
203,2656,143594,38,31,11,37.3,22.5,10.2,15.9,"£40,803"
203,2662,100146,23,33,6,17.7,23.3,5.2,23.6,"£49,593"
203,2790,143210,15,7,5,13.2,5.4,4.2,17.8,"£36,796"
203,2798,100149,24,23,5,20.2,15.3,3.8,21.8,"£47,470"
203,2801,100150,27,26,8,25.9,16.8,7.1,17.0,"£40,442"
203,2804,143593,14,13,5,12.8,7.9,4.1,17.8,"£44,212"
203,2813,100152,34,36,9,31.2,31.7,8.3,19.0,"£43,224"
203,2851,100154,22,24,6,19.4,12.8,5.0,16.9,"£42,382"
203,2877,100155,27,21,11,23.1,15.4,10.3,19.0,"£48,331"
203,2885,143592,37,48,12,36.3,38.2,9.5,18.3,"£42,659"
203,2890,143079,47,38,17,42.2,29.4,13.3,17.6,"£42,337"
203,2900,100158,44,31,26,39.9,20.7,16.6,21.2,"£42,159"
203,2901,100159,25,19,8,22.8,17.0,7.4,17.0,"£39,605"
203,2902,145215,14,11,8,12.1,6.3,7.0,18.1,"£41,631"
203,2915,100162,14,14,4,11.1,8.2,3.9,20.4,"£43,545"
203,2916,100163,20,31,24,18.7,18.2,20.4,22.6,"£40,272"
203,2917,100164,14,24,11,14.0,16.3,10.1,31.3,"£41,612"
203,2918,130921,23,32,6,21.4,20.6,5.1,19.3,"£45,052"
203,2919,143209,20,25,9,20.0,17.5,7.9,19.9,"£38,389"
203,2920,143596,39,26,12,34.4,21.1,10.3,18.4,"£42,886"
203,2921,131246,44,53,10,36.9,33.9,7.3,19.6,"£40,206"
203,2922,131841,35,41,6,33.2,27.1,5.2,17.7,"£40,550"
203,2923,143599,27,23,11,23.1,12.0,8.2,19.6,"£47,415"
203,2924,132800,23,21,5,22.1,15.5,3.7,19.7,"£37,778"
203,2925,132827,24,27,27,21.5,22.2,18.0,22.3,"£42,483"
203,3322,100165,15,12,6,13.7,8.9,4.4,13.6,"£51,138"
203,3331,100166,8,14,5,7.6,9.7,3.1,28.0,"£45,669"
203,3338,100167,22,20,6,20.6,14.2,3.6,18.7,"£41,179"
203,3382,100168,17,15,6,12.0,10.0,3.7,22.5,"£45,640"
203,3481,100169,13,16,3,12.2,13.3,2.7,16.6,"£42,462"
203,3500,100170,18,19,9,15.3,11.1,6.9,20.8,"£45,622"
203,3526,100171,54,45,18,52.8,34.1,12.5,17.6,"£41,596"
203,3535,144091,21,21,7,18.4,13.7,5.0,24.2,"£40,842"
203,3561,100173,18,10,3,15.6,7.7,2.4,21.7,"£40,385"
203,3577,100174,14,12,11,12.3,9.9,7.3,18.7,"£47,622"
203,3585,100175,11,9,4,9.3,7.2,3.1,22.8,"£39,353"
203,3604,100176,11,9,2,10.1,6.0,1.3,20.4,"£43,750"
203,3632,100177,24,30,5,20.9,19.9,4.9,18.0,"£38,741"
203,3657,100178,8,11,8,8.0,8.9,4.2,25.6,"£45,257"
203,3662,100179,12,7,2,9.8,6.3,2.0,20.8,"£42,976"
203,3666,100180,12,13,4,11.6,9.2,4.0,18.1,"£42,464"
203,3668,100181,13,10,3,12.6,6.2,3.0,17.1,"£37,989"
203,3670,131109,29,43,23,27.6,38.1,22.0,24.1,"£43,705"
203,4000,138449,88,8,19,86.2,7.5,18.1,12.9,"£45,074"
203,4001,138245,34,7,15,34.0,6.9,13.9,15.4,"£39,440"
203,4003,142608,11,5,1,10.2,4.0,1.0,18.5,"£39,494"
203,4006,143927,20,1,6,19.6,1.0,6.0,27.2,"£38,124"
203,4077,100182,71,12,21,69.0,9.1,18.8,16.5,"£46,132"
203,4130,100183,106,29,47,96.0,25.3,33.4,14.6,"£43,638"
203,4243,137473,72,33,35,69.9,29.1,33.1,15.7,"£44,985"
203,4250,141163,119,30,36,112.8,25.1,32.1,13.2,"£45,202"
203,4271,141309,104,39,30,99.8,30.1,29.1,16.5,"£44,809"
203,4294,100190,125,45,43,116.3,44.4,42.2,16.3,"£46,465"
203,4508,100192,81,25,23,77.6,17.9,20.3,15.8,"£46,714"
203,4682,100193,41,8,15,37.8,6.3,12.9,16.6,"£43,919"
203,4716,141716,43,12,17,39.4,11.5,15.1,15.8,"£44,990"
203,5200,100197,29,45,8,26.3,27.6,7.2,24.8,"£46,810"
203,6905,105135,102,32,21,96.2,27.3,18.9,12.4,"£42,969"
204,2000,138241,12,3,3,8.8,2.5,2.2,14.8,"£35,445"
204,2001,139814,29,31,7,28.4,27.7,6.8,18.9,"£35,168"
204,2002,140426,8,2,4,8.0,2.0,4.0,18.3,"£34,293"
204,2003,141750,8,7,3,6.6,6.1,2.4,15.9,"£48,760"
204,2004,142112,11,6,3,11.0,6.0,3.0,13.6,"£41,164"
204,2048,100218,28,26,10,26.7,20.4,9.1,17.0,"£37,635"
204,2120,100221,17,14,6,17.0,9.8,5.7,11.9,"£35,544"
204,2150,100223,38,28,18,36.7,23.9,16.2,16.8,"£39,004"
204,2155,100224,19,18,14,19.0,14.4,8.3,16.0,"£40,202"
204,2238,100225,26,26,12,25.6,23.1,9.5,13.9,"£37,507"
204,2376,100229,25,27,10,23.0,19.8,8.1,19.3,"£41,898"
204,2388,100230,26,16,6,24.2,12.5,4.3,18.6,"£43,152"
204,2421,100231,36,36,14,34.3,30.7,13.5,19.2,"£43,179"
204,2431,100232,24,21,9,23.5,19.2,7.1,19.2,"£38,971"
204,2444,141576,27,13,9,26.0,10.4,6.9,17.1,"£39,127"
204,2450,100234,29,24,15,28.0,21.8,14.0,20.8,"£40,259"
204,2487,100235,27,32,8,26.2,30.1,5.3,19.0,"£39,125"
204,2489,100236,28,16,5,28.0,14.5,4.9,13.0,"£39,090"
204,2532,100239,21,25,9,20.2,17.3,7.7,18.7,"£42,069"
204,2533,130302,26,25,8,24.4,19.8,7.6,18.9,"£40,459"
204,2534,130303,32,36,12,30.2,27.1,9.1,18.1,"£43,033"
204,2539,100240,24,25,8,21.2,21.5,6.6,19.6,"£49,071"
204,2545,100241,22,22,9,21.6,16.2,8.7,20.6,"£37,483"
204,2564,100242,21,20,8,21.0,18.2,7.2,18.2,"£40,886"
204,2592,100243,18,35,14,17.8,33.2,7.8,22.0,"£38,943"
204,2615,100244,23,34,10,22.2,25.9,8.1,18.7,"£45,778"
204,2636,100245,22,19,15,21.5,15.9,9.4,18.5,"£42,500"
204,2654,100248,28,18,17,28.0,15.9,11.9,21.3,"£38,659"
204,2779,100250,16,16,6,15.3,11.8,4.8,15.4,"£47,012"
204,2795,100251,22,20,9,20.2,16.2,8.2,19.4,"£45,429"
204,2856,100252,13,15,11,10.3,11.8,4.1,21.7,"£46,509"
204,2859,100253,27,31,21,27.0,20.5,11.8,16.2,"£39,655"
204,2860,100254,13,13,6,12.3,10.3,4.5,18.2,"£42,574"
204,2861,100255,12,12,6,12.0,9.1,4.3,18.3,"£41,099"
204,2862,100256,23,15,15,21.1,13.4,14.2,18.1,"£37,321"
204,2863,100257,13,15,4,10.8,9.6,3.0,19.6,"£40,162"
204,2864,100258,22,13,11,20.8,10.1,8.0,21.8,"£47,324"
204,2865,100259,15,14,5,11.6,10.8,4.6,19.4,"£36,166"
204,2872,100260,20,18,11,18.3,11.8,9.6,21.3,"£40,288"
204,2896,100261,23,14,9,22.4,12.2,7.6,15.9,"£39,067"
204,2897,130932,26,21,6,24.3,13.6,4.6,18.3,"£43,359"
204,2898,131141,17,11,5,17.0,10.2,4.6,18.3,"£44,245"
204,2899,131706,20,23,6,18.6,17.1,5.4,23.3,"£42,373"
204,2900,133669,23,17,3,22.6,14.3,3.0,17.9,"£40,185"
204,3000,132137,21,21,9,15.6,18.0,5.3,16.5,"£45,619"
204,3358,100263,16,13,11,16.0,11.3,9.4,16.3,"£51,749"
204,3371,100264,11,13,5,10.6,10.5,4.5,21.1,"£46,835"
204,3458,100266,22,7,8,20.0,6.3,7.0,16.2,"£40,701"
204,3543,100267,17,10,4,16.2,8.1,3.9,16.0,"£39,096"
204,3553,100268,11,10,9,11.0,8.1,7.6,20.4,"£41,130"
204,3572,100269,10,7,5,9.5,5.3,4.1,22.7,"£42,679"
204,3616,100270,11,5,5,11.0,4.3,4.1,18.5,"£42,686"
204,3618,100271,14,6,3,12.9,5.6,3.0,17.3,"£39,979"
204,3659,100274,13,6,6,12.4,5.0,4.1,17.6,"£42,918"
204,3663,100275,11,9,3,10.2,5.9,1.9,12.3,"£42,001"
204,3664,134639,12,5,4,9.2,4.6,2.9,17.0,"£39,504"
204,3665,142255,25,14,5,25.0,12.9,5.0,17.3,"£35,714"
204,3666,121792,15,12,4,12.2,8.8,3.8,17.8,"£41,941"
204,4000,138143,27,6,6,13.1,2.2,3.3,9.6,"£36,662"
204,4002,139595,38,4,10,38.0,3.0,9.6,11.9,"£40,230"
204,4003,140210,54,19,12,51.4,19.0,11.3,11.5,"£41,859"
204,4005,143756,17,2,4,17.0,2.0,3.2,10.8,"£42,975"
204,4283,100277,72,15,40,68.5,11.5,34.7,12.6,"£44,829"
204,4302,137442,85,19,27,83.2,18.8,26.0,14.1,"£44,612"
204,4310,100279,119,33,41,114.7,27.9,35.4,14.3,"£45,522"
204,4318,133599,56,22,29,28.3,11.0,14.5,10.9,"£33,623"
204,4641,100282,59,5,17,53.9,5.0,16.4,13.3,"£49,227"
204,4697,100284,59,10,17,57.3,8.6,16.7,14.6,"£50,385"
204,4714,100285,84,10,25,81.1,9.6,23.8,12.5,"£44,804"
204,6905,134693,129,27,38,118.0,25.0,34.1,11.2,"£43,436"
204,6906,131062,99,30,27,96.5,28.5,26.3,10.9,"£42,667"
204,6907,131609,90,28,33,85.7,25.9,29.6,12.9,"£52,049"
204,6908,135835,94,56,8,86.9,48.7,5.3,13.1,"£43,124"
204,6909,136137,70,26,30,69.3,25.3,29.1,14.3,"£42,359"
205,2000,137331,7,9,4,6.6,5.3,3.6,31.5,"£40,197"
205,2001,139546,14,12,3,12.9,12.0,2.4,23.3,"£40,188"
205,2002,100321,22,21,3,20.6,16.3,2.1,17.1,"£41,494"
205,2003,139820,19,12,6,18.6,10.6,6.0,16.8,"£37,742"
205,2004,140811,7,4,0,5.5,3.3,0.0,22.0,"£47,075"
205,2005,141685,12,5,2,11.6,4.5,2.0,15.9,"£42,174"
205,2026,100322,12,10,3,12.0,8.7,2.7,17.7,"£43,148"
205,2045,138680,12,8,4,11.6,7.9,3.6,17.7,"£42,502"
205,2061,100324,26,15,9,24.8,10.5,7.8,18.1,"£43,090"
205,2134,100326,16,18,11,15.3,13.2,9.4,15.7,"£46,902"
205,2223,100328,13,8,5,12.4,7.9,4.9,16.0,"£43,678"
205,2286,143213,24,22,8,22.2,15.4,7.3,14.3,"£38,199"
205,2309,142256,12,7,7,11.6,6.3,6.8,18.3,"£49,368"
205,2350,100331,15,12,3,13.2,8.8,2.8,16.0,"£43,396"
205,2383,140634,9,6,5,8.6,4.3,5.0,18.7,"£43,916"
205,2408,100334,26,38,19,22.8,21.1,14.0,16.8,"£44,643"
205,2444,100335,19,21,9,17.2,12.1,8.4,20.6,"£46,846"
205,2484,143212,14,15,7,14.0,11.0,5.2,15.7,"£43,725"
205,2555,100338,20,15,10,19.4,9.3,9.3,17.1,"£45,830"
205,2577,143214,17,24,5,14.9,20.1,4.4,17.3,"£44,075"
205,2632,100340,24,15,10,21.8,10.8,8.0,19.5,"£44,805"
205,2660,100341,26,11,10,25.4,8.6,8.9,18.0,"£43,017"
205,2913,141902,16,14,7,13.8,10.0,6.8,16.1,"£41,297"
205,3300,100344,12,7,8,9.9,2.9,5.5,23.3,"£45,107"
205,3354,100345,27,28,6,24.9,21.3,5.2,23.6,"£41,171"
205,3368,100346,15,10,4,13.1,7.0,3.1,18.1,"£42,085"
205,3378,100347,17,9,4,12.1,6.6,3.5,17.3,"£47,000"
205,3463,100349,21,15,6,20.4,9.7,5.0,18.9,"£39,441"
205,3529,100350,14,11,4,11.7,7.5,3.9,18.9,"£43,979"
205,3566,100351,16,18,5,13.4,12.6,3.3,16.5,"£42,464"
205,3578,100352,9,14,6,8.3,9.2,5.3,24.7,"£44,266"
205,3600,100353,20,17,5,16.5,11.6,4.5,23.3,"£46,562"
205,3602,100354,10,4,5,9.2,3.0,4.7,27.0,"£45,727"
205,3645,100355,20,13,3,18.0,11.2,2.8,16.2,"£40,471"
205,3648,100357,24,6,5,21.5,3.9,4.7,13.7,"£43,652"
205,3649,134009,28,22,8,23.9,13.5,5.5,18.3,"£44,227"
205,3650,134273,20,3,10,18.9,2.6,9.4,10.2,"£44,306"
205,4000,136750,55,7,19,55.0,6.6,16.8,15.2,"£45,590"
205,4001,141135,23,5,5,22.6,4.9,4.4,19.2,"£42,557"
205,4002,141617,32,1,13,31.0,0.6,12.4,13.3,"£41,683"
205,4003,142873,6,3,1,6.0,3.0,1.0,3.3,"£53,274"
205,4004,143129,50,8,18,48.6,6.6,18.0,11.7,"£45,241"
205,4106,139364,34,8,15,33.8,7.4,15.0,11.9,"£48,452"
205,4315,139365,45,5,18,44.2,4.8,17.0,14.1,"£49,802"
205,4320,133545,55,8,28,49.0,7.0,25.2,17.4,"£47,126"
205,4620,137935,61,3,27,59.8,3.0,18.9,17.2,"£46,275"
205,4632,138607,55,7,16,49.0,5.2,14.6,14.9,"£44,778"
205,5400,137157,115,15,23,86.6,10.2,21.6,15.3,"£43,953"
205,6905,131752,105,20,29,103.0,19.4,27.3,12.4,"£41,080"
205,6906,136172,45,5,19,45.0,5.0,18.7,18.4,"£38,005"
206,2000,140495,16,9,7,14.0,7.8,4.3,16.7,"£35,583"
206,2001,143020,3,3,3,3.0,3.0,2.0,13.7,SUPP
206,2002,144961,14,9,4,12.0,7.1,3.7,14.7,"£39,687"
206,2015,100397,23,15,24,21.4,12.6,21.1,19.7,"£37,796"
206,2128,100401,11,8,7,10.9,7.1,5.6,16.3,"£42,124"
206,2166,100402,20,14,8,18.5,9.2,6.9,16.5,"£41,364"
206,2170,100403,27,18,10,23.8,13.7,8.4,17.8,"£38,016"
206,2251,100405,12,11,6,11.5,9.1,4.8,19.8,"£47,786"
206,2261,100406,30,36,17,27.2,22.0,10.0,17.4,"£44,948"
206,2279,100407,19,14,7,17.5,9.5,5.4,18.7,"£43,788"
206,2282,100408,16,12,18,16.0,11.6,16.8,20.7,"£37,235"
206,2379,100411,32,26,4,30.3,20.2,3.5,14.0,"£43,575"
206,2429,100415,15,12,13,14.5,10.3,11.1,20.3,"£45,838"
206,2455,100418,18,20,19,14.8,13.2,12.4,22.2,"£43,783"
206,2515,100422,11,7,19,10.6,6.7,17.0,21.0,"£44,746"
206,2596,100425,21,17,5,21.0,15.1,4.1,20.8,"£40,562"
206,2624,100426,14,13,8,13.2,7.8,5.9,15.7,"£44,550"
206,2643,137566,25,18,5,21.1,15.4,2.7,21.3,"£48,205"
206,2646,100428,17,8,9,15.7,7.2,9.0,15.1,"£44,038"
206,2666,100429,22,17,4,19.4,15.7,4.0,23.6,"£41,656"
206,2803,100430,15,13,6,14.0,11.8,4.4,23.4,"£47,400"
206,2805,100431,18,15,11,17.0,12.8,9.1,22.0,"£36,333"
206,2809,100432,25,14,7,21.9,12.7,5.8,19.1,"£40,133"
206,2850,100434,22,16,33,19.8,14.4,28.1,24.3,"£49,501"
206,2851,100435,17,37,21,16.2,19.7,18.8,22.5,"£60,094"
206,2852,131218,27,21,10,25.5,17.3,8.5,16.0,"£42,037"
206,2853,131325,23,26,10,22.5,22.1,9.6,18.7,"£36,888"
206,2854,131773,22,17,6,20.2,12.6,5.2,22.3,"£43,035"
206,2855,131842,25,12,18,23.7,10.0,12.8,18.9,"£34,903"
206,2856,131741,23,17,7,22.8,12.4,6.9,15.1,"£37,279"
206,2857,131740,23,14,6,22.5,12.1,5.5,17.5,"£40,833"
206,3384,100437,28,19,7,24.7,15.0,6.1,18.4,"£45,987"
206,3456,100438,17,16,5,16.4,10.6,4.4,18.2,"£43,230"
206,3465,100439,11,11,15,11.0,8.1,4.6,19.9,"£36,370"
206,3471,100440,11,14,4,10.2,9.7,3.2,20.5,"£40,935"
206,3483,100441,23,16,6,23.0,14.4,4.7,20.3,"£40,473"
206,3488,100442,11,9,5,10.5,7.6,3.9,18.9,"£44,080"
206,3495,100443,14,12,5,12.1,9.5,4.6,19.3,"£49,144"
206,3501,100444,13,12,4,11.8,10.3,4.0,19.9,"£41,426"
206,3527,100446,12,11,2,11.2,6.3,2.0,18.3,"£43,125"
206,3575,100447,12,8,5,12.0,6.7,3.8,17.7,"£44,500"
206,3606,100448,12,8,7,11.0,7.5,3.8,18.0,"£43,405"
206,3631,100449,21,16,8,19.6,11.2,6.1,22.2,"£45,538"
206,3633,100450,20,16,6,19.4,13.3,5.9,17.7,"£41,611"
206,3643,100451,10,8,5,10.0,6.5,4.2,20.2,"£44,152"
206,3644,137393,22,15,13,19.6,11.2,11.9,17.1,"£41,986"
206,4000,139793,14,1,10,11.9,0.4,8.8,5.5,"£36,925"
206,4001,143659,28,4,9,27.4,4.0,8.8,12.2,"£52,829"
206,4108,100452,85,13,21,83.5,12.6,20.2,NA,"£35,095"
206,4112,100453,64,12,19,63.8,11.5,18.0,11.7,"£47,136"
206,4307,100455,64,9,12,61.6,7.9,10.7,12.5,"£44,766"
206,4324,100457,66,4,20,61.3,4.0,17.8,14.5,"£49,477"
206,4325,131690,40,15,20,39.2,14.7,17.2,16.0,"£45,910"
206,4614,100458,74,6,12,71.5,4.8,10.7,13.2,"£46,633"
206,4651,100459,73,7,17,69.8,5.8,16.1,15.8,"£50,437"
206,6905,134314,97,31,35,91.3,24.0,32.0,13.9,"£41,631"
206,6906,135587,52,14,20,50.6,13.4,18.6,14.8,"£46,642"
207,2000,139645,25,15,5,25.0,12.1,4.6,15.6,"£39,147"
207,2001,140213,7,4,1,4.3,3.8,0.9,19.7,"£50,706"
207,2021,100477,14,18,2,13.8,16.8,2.0,15.9,"£41,318"
207,2030,100478,28,26,6,25.9,20.1,5.5,14.2,"£40,121"
207,2050,100479,16,23,8,15.6,19.3,7.8,21.5,"£46,459"
207,2060,100480,29,25,9,25.2,16.1,6.9,17.3,"£42,793"
207,2121,100481,27,25,11,26.4,18.4,9.6,16.2,"£40,008"
207,2229,100482,30,22,7,27.3,19.5,6.9,13.3,"£42,165"
207,2399,100483,21,26,3,20.2,19.6,3.0,18.4,"£42,053"
207,2452,100485,27,17,9,25.6,13.3,8.6,14.6,"£44,067"
207,2456,100486,16,12,8,15.0,10.6,7.1,14.4,"£39,608"
207,2538,100487,24,22,5,22.4,18.1,4.2,16.2,"£45,220"
207,2594,100488,14,14,4,12.7,9.1,3.4,18.5,"£46,900"
207,3321,100489,14,13,3,12.1,9.5,2.6,17.1,"£44,799"
207,3356,100490,11,10,8,10.6,5.9,6.0,18.9,"£51,062"
207,3379,100491,14,7,3,11.9,6.1,1.9,17.6,"£43,353"
207,3402,100492,16,17,4,15.9,12.7,3.0,14.9,"£46,208"
207,3417,100493,18,11,2,18.0,6.1,2.0,11.4,"£39,291"
207,3437,100494,14,15,5,12.0,10.8,4.1,18.8,"£49,460"
207,3455,100495,12,19,5,11.6,13.1,3.6,17.5,"£40,537"
207,3477,100496,13,8,12,12.6,6.6,7.0,18.4,"£47,112"
207,3504,100497,12,8,3,11.2,4.1,3.0,18.7,"£46,801"
207,3541,100498,13,18,5,11.0,14.7,4.1,16.3,"£38,805"
207,3542,100499,18,18,8,17.2,13.9,5.3,17.8,"£44,279"
207,3613,100500,14,15,6,13.6,9.8,5.8,17.0,"£53,794"
207,4000,140212,78,16,25,78.0,15.9,24.3,11.7,"£40,968"
207,4320,140134,76,13,17,76.0,13.0,17.0,18.0,"£41,928"
207,4681,100502,42,3,22,41.8,1.9,21.4,14.5,"£51,783"
207,4801,100503,33,10,15,32.2,9.6,12.8,12.7,"£43,531"
207,5200,100504,15,7,7,12.5,5.6,5.9,17.6,"£42,519"
207,5201,100505,20,18,9,17.8,10.3,7.0,17.7,"£44,395"
207,5402,141931,108,9,29,77.2,6.9,25.9,12.5,"£42,808"
207,6905,135531,74,13,24,72.8,11.5,23.6,15.1,"£42,045"
208,2022,100556,16,7,4,12.2,5.9,4.0,17.8,"£51,736"
208,2115,100560,29,18,15,24.6,11.6,12.9,17.7,"£43,654"
208,2265,100564,37,24,9,36.6,17.0,8.4,15.8,"£42,180"
208,2292,100566,23,7,9,21.3,7.0,8.0,17.3,"£44,289"
208,2295,100567,53,47,26,48.6,37.8,19.8,18.6,"£42,074"
208,2331,100572,25,27,13,24.4,27.0,13.0,16.5,"£36,623"
208,2332,137430,13,15,4,11.6,9.2,3.0,18.2,"£48,210"
208,2359,100574,50,78,26,47.1,67.4,25.6,18.2,"£50,016"
208,2371,100576,37,25,9,35.8,23.3,8.5,10.5,"£44,666"
208,2459,100577,18,21,0,17.0,19.1,0.0,21.7,"£47,173"
208,2504,100578,18,15,4,17.8,12.9,4.0,19.5,"£45,083"
208,2575,100584,21,19,8,19.6,17.3,6.5,17.0,"£41,665"
208,2578,100585,37,15,12,32.6,11.0,9.7,16.9,"£45,869"
208,2591,100586,24,23,8,21.8,18.8,6.7,20.0,"£42,170"
208,2617,100588,19,18,7,15.9,14.0,5.5,14.4,"£51,184"
208,2626,100589,14,16,3,12.7,14.0,2.6,19.6,"£41,940"
208,2657,100590,44,34,14,43.6,33.1,13.6,17.8,"£42,406"
208,2664,100591,41,41,19,36.8,34.2,17.8,14.3,"£44,176"
208,2783,100593,26,40,8,25.8,34.3,7.4,16.5,"£41,973"
208,2785,100595,29,47,5,26.0,43.1,5.0,21.7,"£48,302"
208,2794,100597,18,35,2,17.2,30.5,2.0,22.9,"£48,757"
208,2808,100598,22,16,10,20.8,10.8,10.0,18.6,"£44,726"
208,2836,100601,12,28,13,10.9,19.6,6.5,23.5,"£39,751"
208,2868,100604,14,6,4,12.7,4.2,4.0,16.4,"£54,367"
208,2895,100608,13,14,7,11.8,9.7,4.0,19.9,"£47,578"
208,2897,131247,25,18,5,25.0,15.8,4.8,14.6,"£43,850"
208,2898,131340,30,15,4,29.0,13.3,4.0,15.7,"£41,102"
